TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       11965.00000        9.38974
TAB:  Serbia Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 Serbia Confirmed cc1=  .999140 cc2=  .731879 lx=  9.76974 if=  88 il= 101 5/2/2020   n=  13 now=   11965 end=      17496      9362     11561 U=    26.65 T=   88.5 p1=  46.2 p2=    68.4 ed=   151 6/21/2020   x1=  88. x2= 101. y1=   .02 y2=  -.47     
GP: Confirmed Serbia 5/2/2020        101   11965    17496    9362    11561     3   151 6/21/2020 
AAA2     1 Serbia Confirmed cc1=  .999077 cc2=  .721727 lx=  9.93974 if=  89 il= 101 5/2/2020   n=  12 now=   11965 end=      20738      9362     11561 U=    33.30 T=   93.4 p1=  73.3 p2=    57.7 ed=   171 7/11/2020   x1=  89. x2= 101. y1=   .13 y2=  -.23     
GP: Confirmed Serbia 5/2/2020        101   11965    20738    9362    11561     3   171 7/11/2020 
AAA2     1 Serbia Confirmed cc1=  .998826 cc2=  .710151 lx=  9.92974 if=  90 il= 101 5/2/2020   n=  11 now=   11965 end=      20532      9362     11561 U=    33.37 T=   92.9 p1=  71.6 p2=    58.3 ed=   171 7/11/2020   x1=  90. x2= 101. y1=   .09 y2=  -.24     
GP: Confirmed Serbia 5/2/2020        101   11965    20532    9362    11561     3   171 7/11/2020 
AAA2     1 Serbia Confirmed cc1=  .998653 cc2=  .697141 lx=  9.72974 if=  91 il= 101 5/2/2020   n=  10 now=   11965 end=      16810      9362     11561 U=    26.33 T=   86.9 p1=  40.5 p2=    71.2 ed=   149 6/19/2020   x1=  91. x2= 101. y1=  -.16 y2=  -.54     
GP: Confirmed Serbia 5/2/2020        101   11965    16810    9362    11561     3   149 6/19/2020 
AAA2     1 Serbia Confirmed cc1=  .999426 cc2=  .683199 lx=  9.48974 if=  92 il= 101 5/2/2020   n=   9 now=   11965 end=      13223      9362     11561 U=    16.42 T=   83.5 p1=  10.5 p2=    90.5 ed=   122 5/23/2020   x1=  92. x2= 101. y1=  -.52 y2= -1.06     
GP: Confirmed Serbia 5/2/2020        101   11965    13223    9362    11561     3   122 5/23/2020 
AAA2     1 Serbia Confirmed cc1=  .999405 cc2=  .666072 lx=  9.42974 if=  93 il= 101 5/2/2020   n=   8 now=   11965 end=      12453      9362     11561 U=    13.80 T=   83.7 p1=   4.1 p2=    96.1 ed=   116 5/17/2020   x1=  93. x2= 101. y1=  -.67 y2= -1.25     
GP: Confirmed Serbia 5/2/2020        101   11965    12453    9362    11561     3   116 5/17/2020 
AAA2     1 Serbia Confirmed cc1=  .999193 cc2=  .645640 lx=  9.46974 if=  94 il= 101 5/2/2020   n=   7 now=   11965 end=      12961      9362     11561 U=    15.53 T=   83.6 p1=   8.3 p2=    92.3 ed=   120 5/21/2020   x1=  94. x2= 101. y1=  -.67 y2= -1.12     
GP: Confirmed Serbia 5/2/2020        101   11965    12961    9362    11561     3   120 5/21/2020 
AAA2     1 Serbia Confirmed cc1=  .998800 cc2=  .620835 lx=  9.43974 if=  95 il= 101 5/2/2020   n=   6 now=   11965 end=      12578      9362     11561 U=    14.45 T=   83.4 p1=   5.1 p2=    95.1 ed=   117 5/18/2020   x1=  95. x2= 101. y1=  -.80 y2= -1.22     
GP: Confirmed Serbia 5/2/2020        101   11965    12578    9362    11561     3   117 5/18/2020 
AAA2     1 Serbia Confirmed cc1=  .998485 cc2=  .590237 lx=  9.32974 if=  96 il= 101 5/2/2020   n=   5 now=   11965 end=      11268      9362     11561 U=     9.80 T=   84.5 p1=  -5.8 p2=   106.2 ed=   107 5/8/2020    x1=  96. x2= 101. y1= -1.18 y2= -1.69     
GP: Confirmed Serbia 5/2/2020        101   11965    11268    9362    11561     3   107 5/8/2020  
AAA2     1 Serbia Confirmed cc1=  .998437 cc2=  .868248 lx=  9.65974 if=  44 il= 102 5/3/2020   n=  58 now=   11965 end=      15673      9464     11524 U=    19.65 T=   88.6 p1=  31.0 p2=    76.3 ed=   134 6/4/2020    x1=  44. x2= 102. y1=  2.27 y2=  -.68     
GP: Confirmed Serbia 5/3/2020        102   11965    15673    9464    11524     3   134 6/4/2020  
AAA2     1 Serbia Confirmed cc1=  .998370 cc2=  .867064 lx=  9.65974 if=  45 il= 102 5/3/2020   n=  57 now=   11965 end=      15673      9464     11524 U=    19.31 T=   88.8 p1=  31.0 p2=    76.3 ed=   134 6/4/2020    x1=  45. x2= 102. y1=  2.27 y2=  -.68     
GP: Confirmed Serbia 5/3/2020        102   11965    15673    9464    11524     3   134 6/4/2020  
AAA2     1 Serbia Confirmed cc1=  .998285 cc2=  .865832 lx=  9.65974 if=  46 il= 102 5/3/2020   n=  56 now=   11965 end=      15673      9464     11524 U=    18.97 T=   89.0 p1=  31.0 p2=    76.3 ed=   133 6/3/2020    x1=  46. x2= 102. y1=  2.27 y2=  -.68     
GP: Confirmed Serbia 5/3/2020        102   11965    15673    9464    11524     3   133 6/3/2020  
AAA2     1 Serbia Confirmed cc1=  .998257 cc2=  .864626 lx=  9.66974 if=  47 il= 102 5/3/2020   n=  55 now=   11965 end=      15831      9464     11524 U=    18.75 T=   89.5 p1=  32.3 p2=    75.6 ed=   133 6/3/2020    x1=  47. x2= 102. y1=  2.27 y2=  -.66     
GP: Confirmed Serbia 5/3/2020        102   11965    15831    9464    11524     3   133 6/3/2020  
AAA2     1 Serbia Confirmed cc1=  .998431 cc2=  .863592 lx=  9.70974 if=  48 il= 102 5/3/2020   n=  54 now=   11965 end=      16477      9464     11524 U=    20.14 T=   90.1 p1=  37.7 p2=    72.6 ed=   137 6/7/2020    x1=  48. x2= 102. y1=  2.09 y2=  -.59     
GP: Confirmed Serbia 5/3/2020        102   11965    16477    9464    11524     3   137 6/7/2020  
AAA2     1 Serbia Confirmed cc1=  .998352 cc2=  .862269 lx=  9.71974 if=  49 il= 102 5/3/2020   n=  53 now=   11965 end=      16642      9464     11524 U=    20.78 T=   90.1 p1=  39.1 p2=    71.9 ed=   139 6/9/2020    x1=  49. x2= 102. y1=  1.98 y2=  -.57     
GP: Confirmed Serbia 5/3/2020        102   11965    16642    9464    11524     3   139 6/9/2020  
AAA2     1 Serbia Confirmed cc1=  .998282 cc2=  .860921 lx=  9.70974 if=  50 il= 102 5/3/2020   n=  52 now=   11965 end=      16477      9464     11524 U=    20.79 T=   89.7 p1=  37.7 p2=    72.6 ed=   138 6/8/2020    x1=  50. x2= 102. y1=  1.91 y2=  -.59     
GP: Confirmed Serbia 5/3/2020        102   11965    16477    9464    11524     3   138 6/8/2020  
AAA2     1 Serbia Confirmed cc1=  .998244 cc2=  .859569 lx=  9.69974 if=  51 il= 102 5/3/2020   n=  51 now=   11965 end=      16313      9464     11524 U=    21.04 T=   89.2 p1=  36.3 p2=    73.3 ed=   138 6/8/2020    x1=  51. x2= 102. y1=  1.82 y2=  -.61     
GP: Confirmed Serbia 5/3/2020        102   11965    16313    9464    11524     3   138 6/8/2020  
AAA2     1 Serbia Confirmed cc1=  .998373 cc2=  .858345 lx=  9.66974 if=  52 il= 102 5/3/2020   n=  50 now=   11965 end=      15831      9464     11524 U=    20.58 T=   88.3 p1=  32.3 p2=    75.6 ed=   136 6/6/2020    x1=  52. x2= 102. y1=  1.76 y2=  -.66     
GP: Confirmed Serbia 5/3/2020        102   11965    15831    9464    11524     3   136 6/6/2020  
AAA2     1 Serbia Confirmed cc1=  .998556 cc2=  .857134 lx=  9.63974 if=  53 il= 102 5/3/2020   n=  49 now=   11965 end=      15363      9464     11524 U=    19.78 T=   87.7 p1=  28.4 p2=    77.9 ed=   134 6/4/2020    x1=  53. x2= 102. y1=  1.75 y2=  -.72     
GP: Confirmed Serbia 5/3/2020        102   11965    15363    9464    11524     3   134 6/4/2020  
AAA2     1 Serbia Confirmed cc1=  .998635 cc2=  .855777 lx=  9.61974 if=  54 il= 102 5/3/2020   n=  48 now=   11965 end=      15059      9464     11524 U=    19.26 T=   87.2 p1=  25.9 p2=    79.5 ed=   132 6/2/2020    x1=  54. x2= 102. y1=  1.72 y2=  -.77     
GP: Confirmed Serbia 5/3/2020        102   11965    15059    9464    11524     3   132 6/2/2020  
AAA2     1 Serbia Confirmed cc1=  .998665 cc2=  .854327 lx=  9.59974 if=  55 il= 102 5/3/2020   n=  47 now=   11965 end=      14760      9464     11524 U=    18.79 T=   86.8 p1=  23.4 p2=    81.1 ed=   131 6/1/2020    x1=  55. x2= 102. y1=  1.69 y2=  -.81     
GP: Confirmed Serbia 5/3/2020        102   11965    14760    9464    11524     3   131 6/1/2020  
AAA2     1 Serbia Confirmed cc1=  .998662 cc2=  .852797 lx=  9.58974 if=  56 il= 102 5/3/2020   n=  46 now=   11965 end=      14614      9464     11524 U=    18.57 T=   86.5 p1=  22.1 p2=    81.9 ed=   130 5/31/2020   x1=  56. x2= 102. y1=  1.64 y2=  -.83     
GP: Confirmed Serbia 5/3/2020        102   11965    14614    9464    11524     3   130 5/31/2020 
AAA2     1 Serbia Confirmed cc1=  .998659 cc2=  .851217 lx=  9.56974 if=  57 il= 102 5/3/2020   n=  45 now=   11965 end=      14324      9464     11524 U=    18.17 T=   86.0 p1=  19.7 p2=    83.5 ed=   128 5/29/2020   x1=  57. x2= 102. y1=  1.60 y2=  -.88     
GP: Confirmed Serbia 5/3/2020        102   11965    14324    9464    11524     3   128 5/29/2020 
AAA2     1 Serbia Confirmed cc1=  .998648 cc2=  .849576 lx=  9.55974 if=  58 il= 102 5/3/2020   n=  44 now=   11965 end=      14182      9464     11524 U=    18.01 T=   85.7 p1=  18.5 p2=    84.4 ed=   128 5/29/2020   x1=  58. x2= 102. y1=  1.54 y2=  -.91     
GP: Confirmed Serbia 5/3/2020        102   11965    14182    9464    11524     3   128 5/29/2020 
AAA2     1 Serbia Confirmed cc1=  .998661 cc2=  .847906 lx=  9.54974 if=  59 il= 102 5/3/2020   n=  43 now=   11965 end=      14041      9464     11524 U=    17.82 T=   85.4 p1=  17.4 p2=    85.2 ed=   127 5/28/2020   x1=  59. x2= 102. y1=  1.48 y2=  -.93     
GP: Confirmed Serbia 5/3/2020        102   11965    14041    9464    11524     3   127 5/28/2020 
AAA2     1 Serbia Confirmed cc1=  .998697 cc2=  .846198 lx=  9.52974 if=  60 il= 102 5/3/2020   n=  42 now=   11965 end=      13763      9464     11524 U=    17.50 T=   84.8 p1=  15.0 p2=    86.9 ed=   126 5/27/2020   x1=  60. x2= 102. y1=  1.42 y2=  -.98     
GP: Confirmed Serbia 5/3/2020        102   11965    13763    9464    11524     3   126 5/27/2020 
AAA2     1 Serbia Confirmed cc1=  .998792 cc2=  .844489 lx=  9.50974 if=  61 il= 102 5/3/2020   n=  41 now=   11965 end=      13490      9464     11524 U=    16.93 T=   84.4 p1=  12.7 p2=    88.7 ed=   124 5/25/2020   x1=  61. x2= 102. y1=  1.38 y2= -1.04     
GP: Confirmed Serbia 5/3/2020        102   11965    13490    9464    11524     3   124 5/25/2020 
AAA2     1 Serbia Confirmed cc1=  .998828 cc2=  .842654 lx=  9.49974 if=  62 il= 102 5/3/2020   n=  40 now=   11965 end=      13356      9464     11524 U=    16.69 T=   84.2 p1=  11.6 p2=    89.6 ed=   123 5/24/2020   x1=  62. x2= 102. y1=  1.33 y2= -1.07     
GP: Confirmed Serbia 5/3/2020        102   11965    13356    9464    11524     3   123 5/24/2020 
AAA2     1 Serbia Confirmed cc1=  .998870 cc2=  .840756 lx=  9.47974 if=  63 il= 102 5/3/2020   n=  39 now=   11965 end=      13091      9464     11524 U=    16.34 T=   83.6 p1=   9.4 p2=    91.4 ed=   122 5/23/2020   x1=  63. x2= 102. y1=  1.26 y2= -1.13     
GP: Confirmed Serbia 5/3/2020        102   11965    13091    9464    11524     3   122 5/23/2020 
AAA2     1 Serbia Confirmed cc1=  .998982 cc2=  .838854 lx=  9.46974 if=  64 il= 102 5/3/2020   n=  38 now=   11965 end=      12961      9464     11524 U=    15.90 T=   83.6 p1=   8.3 p2=    92.3 ed=   121 5/22/2020   x1=  64. x2= 102. y1=  1.23 y2= -1.16     
GP: Confirmed Serbia 5/3/2020        102   11965    12961    9464    11524     3   121 5/22/2020 
AAA2     1 Serbia Confirmed cc1=  .998955 cc2=  .834556 lx=  9.44974 if=  66 il= 102 5/3/2020   n=  36 now=   11965 end=      12704      9464     11524 U=    15.60 T=   82.9 p1=   6.2 p2=    94.2 ed=   119 5/20/2020   x1=  66. x2= 102. y1=  1.08 y2= -1.22     
GP: Confirmed Serbia 5/3/2020        102   11965    12704    9464    11524     3   119 5/20/2020 
AAA2     1 Serbia Confirmed cc1=  .999111 cc2=  .832445 lx=  9.43974 if=  67 il= 102 5/3/2020   n=  35 now=   11965 end=      12578      9464     11524 U=    15.23 T=   82.9 p1=   5.1 p2=    95.1 ed=   118 5/19/2020   x1=  67. x2= 102. y1=  1.04 y2= -1.26     
GP: Confirmed Serbia 5/3/2020        102   11965    12578    9464    11524     3   118 5/19/2020 
AAA2     1 Serbia Confirmed cc1=  .999232 cc2=  .830201 lx=  9.41974 if=  68 il= 102 5/3/2020   n=  34 now=   11965 end=      12329      9464     11524 U=    14.51 T=   82.7 p1=   3.0 p2=    97.0 ed=   116 5/17/2020   x1=  68. x2= 102. y1=  1.01 y2= -1.33     
GP: Confirmed Serbia 5/3/2020        102   11965    12329    9464    11524     3   116 5/17/2020 
AAA2     1 Serbia Confirmed cc1=  .999224 cc2=  .827726 lx=  9.40974 if=  69 il= 102 5/3/2020   n=  33 now=   11965 end=      12206      9464     11524 U=    14.18 T=   82.6 p1=   2.0 p2=    98.0 ed=   116 5/17/2020   x1=  69. x2= 102. y1=   .96 y2= -1.37     
GP: Confirmed Serbia 5/3/2020        102   11965    12206    9464    11524     3   116 5/17/2020 
AAA2     1 Serbia Confirmed cc1=  .999190 cc2=  .825112 lx=  9.40974 if=  70 il= 102 5/3/2020   n=  32 now=   11965 end=      12206      9464     11524 U=    14.15 T=   82.6 p1=   2.0 p2=    98.0 ed=   116 5/17/2020   x1=  70. x2= 102. y1=   .89 y2= -1.37     
GP: Confirmed Serbia 5/3/2020        102   11965    12206    9464    11524     3   116 5/17/2020 
AAA2     1 Serbia Confirmed cc1=  .999148 cc2=  .822372 lx=  9.39974 if=  71 il= 102 5/3/2020   n=  31 now=   11965 end=      12085      9464     11524 U=    13.74 T=   82.6 p1=   1.0 p2=    99.0 ed=   115 5/16/2020   x1=  71. x2= 102. y1=   .85 y2= -1.41     
GP: Confirmed Serbia 5/3/2020        102   11965    12085    9464    11524     3   115 5/16/2020 
AAA2     1 Serbia Confirmed cc1=  .999065 cc2=  .819460 lx=  9.39974 if=  72 il= 102 5/3/2020   n=  30 now=   11965 end=      12085      9464     11524 U=    13.94 T=   82.4 p1=   1.0 p2=    99.0 ed=   115 5/16/2020   x1=  72. x2= 102. y1=   .74 y2= -1.41     
GP: Confirmed Serbia 5/3/2020        102   11965    12085    9464    11524     3   115 5/16/2020 
AAA2     1 Serbia Confirmed cc1=  .999040 cc2=  .816465 lx=  9.38974 if=  73 il= 102 5/3/2020   n=  29 now=   11965 end=      11964      9464     11524 U=    13.54 T=   82.4 p1=    .0 p2=   100.0 ed=   114 5/15/2020   x1=  73. x2= 102. y1=   .69 y2= -1.45     
GP: Confirmed Serbia 5/3/2020        102   11965    11964    9464    11524     3   114 5/15/2020 
AAA2     1 Serbia Confirmed cc1=  .998960 cc2=  .813264 lx=  9.38974 if=  74 il= 102 5/3/2020   n=  28 now=   11965 end=      11964      9464     11524 U=    13.61 T=   82.3 p1=    .0 p2=   100.0 ed=   114 5/15/2020   x1=  74. x2= 102. y1=   .61 y2= -1.45     
GP: Confirmed Serbia 5/3/2020        102   11965    11964    9464    11524     3   114 5/15/2020 
AAA2     1 Serbia Confirmed cc1=  .998912 cc2=  .809930 lx=  9.37974 if=  75 il= 102 5/3/2020   n=  27 now=   11965 end=      11845      9464     11524 U=    13.40 T=   82.0 p1=  -1.0 p2=   101.0 ed=   113 5/14/2020   x1=  75. x2= 102. y1=   .52 y2= -1.49     
GP: Confirmed Serbia 5/3/2020        102   11965    11845    9464    11524     3   113 5/14/2020 
AAA2     1 Serbia Confirmed cc1=  .998934 cc2=  .806484 lx=  9.36974 if=  76 il= 102 5/3/2020   n=  26 now=   11965 end=      11728      9464     11524 U=    13.07 T=   81.9 p1=  -2.0 p2=   102.0 ed=   112 5/13/2020   x1=  76. x2= 102. y1=   .45 y2= -1.54     
GP: Confirmed Serbia 5/3/2020        102   11965    11728    9464    11524     3   112 5/13/2020 
AAA2     1 Serbia Confirmed cc1=  .998968 cc2=  .802851 lx=  9.35974 if=  77 il= 102 5/3/2020   n=  25 now=   11965 end=      11611      9464     11524 U=    12.67 T=   81.9 p1=  -3.0 p2=   103.0 ed=   111 5/12/2020   x1=  77. x2= 102. y1=   .39 y2= -1.59     
GP: Confirmed Serbia 5/3/2020        102   11965    11611    9464    11524     3   111 5/12/2020 
AAA1     1 Serbia Confirmed cc1=  .998946 cc2=  .798946 lx=  9.34974 if=  78 il= 102 5/3/2020   n=  24 now=   11965 end=      11495      9464     11524 U=    12.21 T=   82.0 p1=  -3.9 p2=   104.1 ed=   110 5/11/2020   x1=  78. x2= 102. y1=   .33 y2= -1.64 BEST
AAA2     1 Serbia Confirmed cc1=  .998950 cc2=  .798946 lx=  9.35474 if=  78 il= 102 5/3/2020   n=  24 now=   11965 end=      11495      9464     11524 U=    12.21 T=   82.0 p1=  -3.9 p2=   104.1 ed=   110 5/11/2020   x1=  78. x2= 102. y1=   .33 y2= -1.64 BEST
GP: Confirmed Serbia 5/3/2020        102   11965    11495    9464    11524     3   110 5/11/2020 
AAA1     1 Serbia Confirmed cc1=  .998841 cc2=  .794717 lx=  9.34974 if=  79 il= 102 5/3/2020   n=  23 now=   11965 end=      11495      9464     11524 U=    12.06 T=   82.2 p1=  -3.9 p2=   104.1 ed=   110 5/11/2020   x1=  79. x2= 102. y1=   .27 y2= -1.64 BEST
AAA2     1 Serbia Confirmed cc1=  .998841 cc2=  .794717 lx=  9.35074 if=  79 il= 102 5/3/2020   n=  23 now=   11965 end=      11495      9464     11524 U=    12.06 T=   82.2 p1=  -3.9 p2=   104.1 ed=   110 5/11/2020   x1=  79. x2= 102. y1=   .27 y2= -1.64 BEST
GP: Confirmed Serbia 5/3/2020        102   11965    11495    9464    11524     3   110 5/11/2020 
AAA1     1 Serbia Confirmed cc1=  .998683 cc2=  .790169 lx=  9.34974 if=  80 il= 102 5/3/2020   n=  22 now=   11965 end=      11495      9464     11524 U=    11.96 T=   82.4 p1=  -3.9 p2=   104.1 ed=   110 5/11/2020   x1=  80. x2= 102. y1=   .20 y2= -1.64 BEST
AAA2     1 Serbia Confirmed cc1=  .998683 cc2=  .790169 lx=  9.34974 if=  80 il= 102 5/3/2020   n=  22 now=   11965 end=      11495      9464     11524 U=    11.96 T=   82.4 p1=  -3.9 p2=   104.1 ed=   110 5/11/2020   x1=  80. x2= 102. y1=   .20 y2= -1.64 BEST
GP: Confirmed Serbia 5/3/2020        102   11965    11495    9464    11524     3   110 5/11/2020 
AAA2     1 Serbia Confirmed cc1=  .998518 cc2=  .785317 lx=  9.35974 if=  81 il= 102 5/3/2020   n=  21 now=   11965 end=      11611      9464     11524 U=    12.08 T=   82.8 p1=  -3.0 p2=   103.0 ed=   111 5/12/2020   x1=  81. x2= 102. y1=   .15 y2= -1.59     
GP: Confirmed Serbia 5/3/2020        102   11965    11611    9464    11524     3   111 5/12/2020 
AAA2     1 Serbia Confirmed cc1=  .998564 cc2=  .780347 lx=  9.36974 if=  82 il= 102 5/3/2020   n=  20 now=   11965 end=      11728      9464     11524 U=    12.50 T=   82.8 p1=  -2.0 p2=   102.0 ed=   112 5/13/2020   x1=  82. x2= 102. y1=   .06 y2= -1.54     
GP: Confirmed Serbia 5/3/2020        102   11965    11728    9464    11524     3   112 5/13/2020 
AAA2     1 Serbia Confirmed cc1=  .998634 cc2=  .775028 lx=  9.38974 if=  83 il= 102 5/3/2020   n=  19 now=   11965 end=      11964      9464     11524 U=    13.23 T=   82.8 p1=    .0 p2=   100.0 ed=   114 5/15/2020   x1=  83. x2= 102. y1=  -.01 y2= -1.45     
GP: Confirmed Serbia 5/3/2020        102   11965    11964    9464    11524     3   114 5/15/2020 
AAA2     1 Serbia Confirmed cc1=  .998772 cc2=  .769356 lx=  9.42974 if=  84 il= 102 5/3/2020   n=  18 now=   11965 end=      12453      9464     11524 U=    14.64 T=   83.1 p1=   4.1 p2=    96.1 ed=   117 5/18/2020   x1=  84. x2= 102. y1=  -.06 y2= -1.29     
GP: Confirmed Serbia 5/3/2020        102   11965    12453    9464    11524     3   117 5/18/2020 
AAA2     1 Serbia Confirmed cc1=  .998986 cc2=  .763283 lx=  9.46974 if=  85 il= 102 5/3/2020   n=  17 now=   11965 end=      12961      9464     11524 U=    16.33 T=   83.1 p1=   8.3 p2=    92.3 ed=   121 5/22/2020   x1=  85. x2= 102. y1=  -.12 y2= -1.16     
GP: Confirmed Serbia 5/3/2020        102   11965    12961    9464    11524     3   121 5/22/2020 
AAA2     1 Serbia Confirmed cc1=  .998995 cc2=  .756460 lx=  9.50974 if=  86 il= 102 5/3/2020   n=  16 now=   11965 end=      13490      9464     11524 U=    17.98 T=   83.4 p1=  12.7 p2=    88.7 ed=   125 5/26/2020   x1=  86. x2= 102. y1=  -.15 y2= -1.04     
GP: Confirmed Serbia 5/3/2020        102   11965    13490    9464    11524     3   125 5/26/2020 
AAA2     1 Serbia Confirmed cc1=  .998884 cc2=  .748884 lx=  9.54974 if=  87 il= 102 5/3/2020   n=  15 now=   11965 end=      14041      9464     11524 U=    19.50 T=   83.9 p1=  17.4 p2=    85.2 ed=   129 5/30/2020   x1=  87. x2= 102. y1=  -.16 y2=  -.93     
GP: Confirmed Serbia 5/3/2020        102   11965    14041    9464    11524     3   129 5/30/2020 
AAA2     1 Serbia Confirmed cc1=  .998763 cc2=  .740564 lx=  9.60974 if=  88 il= 102 5/3/2020   n=  14 now=   11965 end=      14909      9464     11524 U=    22.01 T=   84.6 p1=  24.6 p2=    80.3 ed=   136 6/6/2020    x1=  88. x2= 102. y1=  -.15 y2=  -.79     
GP: Confirmed Serbia 5/3/2020        102   11965    14909    9464    11524     3   136 6/6/2020  
AAA2     1 Serbia Confirmed cc1=  .998506 cc2=  .731245 lx=  9.63974 if=  89 il= 102 5/3/2020   n=  13 now=   11965 end=      15363      9464     11524 U=    23.60 T=   84.9 p1=  28.4 p2=    77.9 ed=   140 6/10/2020   x1=  89. x2= 102. y1=  -.17 y2=  -.72     
GP: Confirmed Serbia 5/3/2020        102   11965    15363    9464    11524     3   140 6/10/2020 
AAA2     1 Serbia Confirmed cc1=  .998187 cc2=  .720837 lx=  9.58974 if=  90 il= 102 5/3/2020   n=  12 now=   11965 end=      14614      9464     11524 U=    21.88 T=   83.8 p1=  22.1 p2=    81.9 ed=   135 6/5/2020    x1=  90. x2= 102. y1=  -.29 y2=  -.83     
GP: Confirmed Serbia 5/3/2020        102   11965    14614    9464    11524     3   135 6/5/2020  
